[2025-05-24 21:43:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-24 21:45:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 1 alocada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 2 alocada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 3 alocada na Câmara Refrigerada 2 de 16:55 até 17:00.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 4 alocada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-24 21:46:20] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 5 alocada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 1 alocada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 2 alocada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 3 alocada na Câmara Refrigerada 2 de 16:55 até 17:00.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 4 alocada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-25 15:57:22] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 5 alocada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-26 11:24:24] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-26 11:24:24] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 com 5000g.
[2025-05-26 11:25:15] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-26 11:25:15] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 com 5000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 5 atividades de armazenamento criadas.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 com 5000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 1 iniciada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 2 com 12000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 2 iniciada na Câmara Refrigerada 2 de 16:57 até 17:00.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 3 com 25000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 3 iniciada na Câmara Refrigerada 2 de 16:55 até 17:00.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 4 com 50000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 4 iniciada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 5 com 60000g.
[2025-05-26 11:26:35] [SimulacaoArmazenamentoCremeDeFrango] [INFO] ✅ Atividade 5 iniciada na Câmara Refrigerada 2 de 16:53 até 17:00.
[2025-05-27 09:34:53] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 30 atividades de armazenamento criadas.
[2025-05-27 09:34:53] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 30 atividades de armazenamento criadas.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 2 | Quantidade: 12000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 3 | Quantidade: 25000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 4 | Quantidade: 50000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 5 | Quantidade: 60000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 6 | Quantidade: 7000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 7 | Quantidade: 9000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 8 | Quantidade: 11000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 9 | Quantidade: 15000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 10 | Quantidade: 20000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 11 | Quantidade: 18000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 12 | Quantidade: 14000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 13 | Quantidade: 17000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 14 | Quantidade: 13000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 15 | Quantidade: 23000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 16 | Quantidade: 10000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 17 | Quantidade: 8000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 18 | Quantidade: 16000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 19 | Quantidade: 21000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 20 | Quantidade: 22000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 21 | Quantidade: 24000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 22 | Quantidade: 5000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 23 | Quantidade: 12000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 24 | Quantidade: 18000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 25 | Quantidade: 25000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 26 | Quantidade: 7000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 27 | Quantidade: 9000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 28 | Quantidade: 11000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 29 | Quantidade: 15000g.
[2025-05-27 09:36:16] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 30 | Quantidade: 20000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🛠️ 30 atividades de armazenamento criadas.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 1 | Quantidade: 5000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 2 | Quantidade: 12000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 3 | Quantidade: 25000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 4 | Quantidade: 50000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 5 | Quantidade: 60000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 6 | Quantidade: 7000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 7 | Quantidade: 9000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 8 | Quantidade: 11000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 9 | Quantidade: 15000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 10 | Quantidade: 20000g.
[2025-05-30 21:05:52] [SimulacaoArmazenamentoCremeDeFrango] [INFO] 🚀 Tentando alocar atividade 11 | Quantidade: 18000g.
